,targetName,batch,gini,nlevel,phase,human
0,hand_selected_004,16fbef3a-9ad8-11ea-8cec-4b858b430440,0.24613833557375045,1.0,random agent,False
1,hand_selected_004,16fd7d1e-9ad8-11ea-a445-0585cd0c72e4,0.25156016798868425,1.0,random agent,False
2,hand_selected_004,16ff30b4-9ad8-11ea-b529-3565bed046b0,0.2467683700560413,1.0,random agent,False
3,hand_selected_004,1715543e-9ad8-11ea-bc86-0990282eeb5d,0.23779412780989392,1.0,random agent,False
4,hand_selected_004,1718e842-9ad8-11ea-b0ce-d183ac075b20,0.2232527095617094,1.0,random agent,False
5,hand_selected_004,17246df2-9ad8-11ea-a86f-f9dfd52c2d96,0.24135508935508934,1.0,random agent,False
6,hand_selected_004,1727c33a-9ad8-11ea-89ce-439cc5b97abb,0.24106348125930302,1.0,random agent,False
7,hand_selected_004,f0886be0-9ad1-11ea-a6ce-7b4ad11c7c0e,0.24598724064198046,1.0,random agent,False
8,hand_selected_004,f8585560-9ad6-11ea-b38c-5bfee5a1c9e8,0.21736793542389368,1.0,random agent,False
9,hand_selected_004,f86fa6f2-9ad6-11ea-a824-6fbc31a38f44,0.2536939399115565,1.0,random agent,False
10,hand_selected_004,16fbef3a-9ad8-11ea-8cec-4b858b430440,0.09762434249460579,2.0,random agent,False
11,hand_selected_004,16fd7d1e-9ad8-11ea-a445-0585cd0c72e4,0.0972163725344802,2.0,random agent,False
12,hand_selected_004,16ff30b4-9ad8-11ea-b529-3565bed046b0,0.09569542767479199,2.0,random agent,False
13,hand_selected_004,1715543e-9ad8-11ea-bc86-0990282eeb5d,0.08966355056193703,2.0,random agent,False
14,hand_selected_004,1718e842-9ad8-11ea-b0ce-d183ac075b20,0.08018326266783057,2.0,random agent,False
15,hand_selected_004,17246df2-9ad8-11ea-a86f-f9dfd52c2d96,0.09495010992727888,2.0,random agent,False
16,hand_selected_004,1727c33a-9ad8-11ea-89ce-439cc5b97abb,0.09783062342405006,2.0,random agent,False
17,hand_selected_004,f0886be0-9ad1-11ea-a6ce-7b4ad11c7c0e,0.1003422226989601,2.0,random agent,False
18,hand_selected_004,f8585560-9ad6-11ea-b38c-5bfee5a1c9e8,0.0756302179444449,2.0,random agent,False
19,hand_selected_004,f86fa6f2-9ad6-11ea-a824-6fbc31a38f44,0.10685352548444879,2.0,random agent,False
20,hand_selected_004,16fbef3a-9ad8-11ea-8cec-4b858b430440,0.03586448502508779,3.0,random agent,False
21,hand_selected_004,16fd7d1e-9ad8-11ea-a445-0585cd0c72e4,0.0340425847663741,3.0,random agent,False
22,hand_selected_004,16ff30b4-9ad8-11ea-b529-3565bed046b0,0.03306711217961778,3.0,random agent,False
23,hand_selected_004,1715543e-9ad8-11ea-bc86-0990282eeb5d,0.0367773852333186,3.0,random agent,False
24,hand_selected_004,1718e842-9ad8-11ea-b0ce-d183ac075b20,0.029060950206130757,3.0,random agent,False
25,hand_selected_004,17246df2-9ad8-11ea-a86f-f9dfd52c2d96,0.04001353466142198,3.0,random agent,False
26,hand_selected_004,1727c33a-9ad8-11ea-89ce-439cc5b97abb,0.039011437578304976,3.0,random agent,False
27,hand_selected_004,f0886be0-9ad1-11ea-a6ce-7b4ad11c7c0e,0.0423063674835154,3.0,random agent,False
28,hand_selected_004,f8585560-9ad6-11ea-b38c-5bfee5a1c9e8,0.02467791565087974,3.0,random agent,False
29,hand_selected_004,f86fa6f2-9ad6-11ea-a824-6fbc31a38f44,0.046040086529755275,3.0,random agent,False
30,hand_selected_004,16fbef3a-9ad8-11ea-8cec-4b858b430440,0.016497184620967647,4.0,random agent,False
31,hand_selected_004,16fd7d1e-9ad8-11ea-a445-0585cd0c72e4,0.007825193725784278,4.0,random agent,False
32,hand_selected_004,16ff30b4-9ad8-11ea-b529-3565bed046b0,0.013920519504275848,4.0,random agent,False
33,hand_selected_004,1715543e-9ad8-11ea-bc86-0990282eeb5d,0.013120326877831085,4.0,random agent,False
34,hand_selected_004,1718e842-9ad8-11ea-b0ce-d183ac075b20,0.012814037547071274,4.0,random agent,False
35,hand_selected_004,17246df2-9ad8-11ea-a86f-f9dfd52c2d96,0.023718309573437606,4.0,random agent,False
36,hand_selected_004,1727c33a-9ad8-11ea-89ce-439cc5b97abb,0.023040398386380744,4.0,random agent,False
37,hand_selected_004,f0886be0-9ad1-11ea-a6ce-7b4ad11c7c0e,0.018301072761194033,4.0,random agent,False
38,hand_selected_004,f8585560-9ad6-11ea-b38c-5bfee5a1c9e8,0.01036682615629984,4.0,random agent,False
